Crime Type,Victim Count,State/Territory,Year
Harassment/Threats of Violence,18,Wyoming,2019
Health Care Related,0,Wyoming,2019
IPR/Copyright and Counterfeit,3,Wyoming,2019
Identity Theft,26,Wyoming,2019
Investment,2,Wyoming,2019
Lottery/Sweepstakes/Inheritance,9,Wyoming,2019
Malware/Scareware/Virus,3,Wyoming,2019
Misrepresentation,9,Wyoming,2019
No Lead Value,11,Wyoming,2019
Non-payment/Non-Delivery,95,Wyoming,2019
Other,6,Wyoming,2019
Overpayment,31,Wyoming,2019
Personal Data Breach,54,Wyoming,2019
Phishing/Vishing/Smishing/Pharming,25,Wyoming,2019
Ransomware,3,Wyoming,2019
Re-shipping,2,Wyoming,2019
Real Estate/Rental,8,Wyoming,2019
Spoofing,8,Wyoming,2019
Tech Support,18,Wyoming,2019
Terrorism,0,Wyoming,2019
Social Media,44,Wyoming,2019
Virtual Currency,30,Wyoming,2019
Advanced Fee,135,Alabama,2020
BEC/EAC,179,Alabama,2020
Charity,0,Alabama,2020
Civil Matter,16,Alabama,2020
Confidence Fraud/Romance,226,Alabama,2020
Corporate Data Breach,14,Alabama,2020
Credit Card Fraud,553,Alabama,2020
Crimes Against Children,49,Alabama,2020
Criminal Forums,0,Alabama,2020
Denial of Service/TDos,16,Alabama,2020
Employment,156,Alabama,2020
Extortion,628,Alabama,2020
Gambling,7,Alabama,2020
Government Impersonation,141,Alabama,2020
Hacktivist,0,Alabama,2020
Harassment/Threats of Violence,261,Alabama,2020
Health Care Related,8,Alabama,2020
IPR/Copyright and Counterfeit,27,Alabama,2020
Identity Theft,355,Alabama,2020
Investment,60,Alabama,2020
Lottery/Sweepstakes/Inheritance,59,Alabama,2020
Malware/Scareware/Virus,16,Alabama,2020
Misrepresentation,0,Alabama,2020
No Lead Value,320,Alabama,2020
Non-payment/Non-Delivery,"1,370",Alabama,2020
Other,91,Alabama,2020
Overpayment,76,Alabama,2020
Personal Data Breach,612,Alabama,2020
Phishing/Vishing/Smishing/Pharming,273,Alabama,2020
Ransomware,22,Alabama,2020
Re-shipping,11,Alabama,2020
Real Estate/Rental,89,Alabama,2020
Spoofing,246,Alabama,2020
Tech Support,148,Alabama,2020
Terrorism,0,Alabama,2020
Social Media,507,Alabama,2020
Virtual Currency,241,Alabama,2020
Advanced Fee,68,Alaska,2020
BEC/EAC,75,Alaska,2020
Charity,0,Alaska,2020
Civil Matter,2,Alaska,2020
Confidence Fraud/Romance,92,Alaska,2020
Corporate Data Breach,3,Alaska,2020
Credit Card Fraud,64,Alaska,2020
Crimes Against Children,18,Alaska,2020
Criminal Forums,0,Alaska,2020
Denial of Service/TDos,5,Alaska,2020
Employment,48,Alaska,2020
Extortion,294,Alaska,2020
Gambling,2,Alaska,2020
Government Impersonation,73,Alaska,2020
Hacktivist,0,Alaska,2020
Harassment/Threats of Violence,85,Alaska,2020
Health Care Related,88,Alaska,2020
IPR/Copyright and Counterfeit,316,Alaska,2020
Identity Theft,101,Alaska,2020
Investment,13,Alaska,2020
Lottery/Sweepstakes/Inheritance,47,Alaska,2020
Malware/Scareware/Virus,4,Alaska,2020
Misrepresentation,0,Alaska,2020
No Lead Value,113,Alaska,2020
Non-payment/Non-Delivery,200,Alaska,2020
Other,35,Alaska,2020
Overpayment,52,Alaska,2020
Personal Data Breach,131,Alaska,2020
Phishing/Vishing/Smishing/Pharming,145,Alaska,2020
Ransomware,4,Alaska,2020
Re-shipping,1,Alaska,2020
Real Estate/Rental,52,Alaska,2020
Spoofing,101,Alaska,2020
Tech Support,62,Alaska,2020
Terrorism,0,Alaska,2020
Social Media,139,Alaska,2020
Virtual Currency,125,Alaska,2020
Advanced Fee,0,American Samoa,2020
BEC/EAC,5,American Samoa,2020
Charity,0,American Samoa,2020
Civil Matter,0,American Samoa,2020
Confidence Fraud/Romance,1,American Samoa,2020
Corporate Data Breach,1,American Samoa,2020
Credit Card Fraud,0,American Samoa,2020
Crimes Against Children,0,American Samoa,2020
Criminal Forums,0,American Samoa,2020
Denial of Service/TDos,0,American Samoa,2020
Employment,0,American Samoa,2020
Extortion,2,American Samoa,2020
Gambling,0,American Samoa,2020
Government Impersonation,0,American Samoa,2020
Hacktivist,0,American Samoa,2020
Harassment/Threats of Violence,2,American Samoa,2020
Health Care Related,0,American Samoa,2020
IPR/Copyright and Counterfeit,0,American Samoa,2020
Identity Theft,1,American Samoa,2020
Investment,0,American Samoa,2020
Lottery/Sweepstakes/Inheritance,0,American Samoa,2020
Malware/Scareware/Virus,0,American Samoa,2020
Misrepresentation,0,American Samoa,2020
No Lead Value,28,American Samoa,2020
Non-payment/Non-Delivery,0,American Samoa,2020
Other,1,American Samoa,2020
Overpayment,0,American Samoa,2020
Personal Data Breach,1,American Samoa,2020
Phishing/Vishing/Smishing/Pharming,1,American Samoa,2020
Ransomware,0,American Samoa,2020
Re-shipping,0,American Samoa,2020
Real Estate/Rental,1,American Samoa,2020
Spoofing,2,American Samoa,2020
Tech Support,1,American Samoa,2020
Terrorism,0,American Samoa,2020
Social Media,2,American Samoa,2020
Virtual Currency,1,American Samoa,2020
Advanced Fee,409,Arizona,2020
BEC/EAC,365,Arizona,2020
Charity,0,Arizona,2020
Civil Matter,29,Arizona,2020
Confidence Fraud/Romance,559,Arizona,2020
Corporate Data Breach,46,Arizona,2020
Credit Card Fraud,520,Arizona,2020
Crimes Against Children,76,Arizona,2020
Criminal Forums,0,Arizona,2020
Denial of Service/TDos,73,Arizona,2020
Employment,396,Arizona,2020
Extortion,"2,384",Arizona,2020
Gambling,3,Arizona,2020
Government Impersonation,322,Arizona,2020
Hacktivist,0,Arizona,2020
Harassment/Threats of Violence,"1,011",Arizona,2020
Health Care Related,23,Arizona,2020
IPR/Copyright and Counterfeit,56,Arizona,2020
Identity Theft,882,Arizona,2020
Investment,116,Arizona,2020
Lottery/Sweepstakes/Inheritance,182,Arizona,2020
Malware/Scareware/Virus,42,Arizona,2020
Misrepresentation,0,Arizona,2020
No Lead Value,"1,222",Arizona,2020
Non-payment/Non-Delivery,"2,293",Arizona,2020
Other,158,Arizona,2020
Overpayment,341,Arizona,2020
Personal Data Breach,"1,054",Arizona,2020
Phishing/Vishing/Smishing/Pharming,670,Arizona,2020
Ransomware,54,Arizona,2020
Re-shipping,14,Arizona,2020
Real Estate/Rental,399,Arizona,2020
Spoofing,750,Arizona,2020
Tech Support,435,Arizona,2020
Terrorism,0,Arizona,2020
Social Media,623,Arizona,2020
Virtual Currency,929,Arizona,2020
Advanced Fee,85,Arkansas,2020
BEC/EAC,87,Arkansas,2020
Charity,0,Arkansas,2020
Civil Matter,2,Arkansas,2020
Confidence Fraud/Romance,149,Arkansas,2020
Corporate Data Breach,15,Arkansas,2020
Credit Card Fraud,102,Arkansas,2020
Crimes Against Children,24,Arkansas,2020
Criminal Forums,0,Arkansas,2020
Denial of Service/TDos,15,Arkansas,2020
Employment,76,Arkansas,2020
Extortion,376,Arkansas,2020
Gambling,5,Arkansas,2020
Government Impersonation,98,Arkansas,2020
Hacktivist,0,Arkansas,2020
Harassment/Threats of Violence,185,Arkansas,2020
Health Care Related,1,Arkansas,2020
IPR/Copyright and Counterfeit,15,Arkansas,2020
Identity Theft,312,Arkansas,2020
Investment,35,Arkansas,2020
Lottery/Sweepstakes/Inheritance,32,Arkansas,2020
Malware/Scareware/Virus,8,Arkansas,2020
Misrepresentation,0,Arkansas,2020
No Lead Value,"1,124",Arkansas,2020
Non-payment/Non-Delivery,693,Arkansas,2020
Other,43,Arkansas,2020
Overpayment,63,Arkansas,2020
Personal Data Breach,312,Arkansas,2020
Phishing/Vishing/Smishing/Pharming,154,Arkansas,2020
Ransomware,21,Arkansas,2020
Re-shipping,4,Arkansas,2020
Real Estate/Rental,48,Arkansas,2020
Spoofing,152,Arkansas,2020
Tech Support,95,Arkansas,2020
Terrorism,0,Arkansas,2020
Social Media,296,Arkansas,2020
Virtual Currency,136,Arkansas,2020
Advanced Fee,"1,497",California,2020
BEC/EAC,"2,924",California,2020
Charity,0,California,2020
Civil Matter,137,California,2020
Confidence Fraud/Romance,"3,110",California,2020
Corporate Data Breach,367,California,2020
Credit Card Fraud,"2,637",California,2020
Crimes Against Children,408,California,2020
Criminal Forums,0,California,2020
Denial of Service/TDos,205,California,2020
Employment,"2,355",California,2020
Extortion,"11,089",California,2020
Gambling,51,California,2020
Government Impersonation,"1,439",California,2020
Hacktivist,0,California,2020
Harassment/Threats of Violence,"2,923",California,2020
Health Care Related,153,California,2020
IPR/Copyright and Counterfeit,501,California,2020
Identity Theft,"3,370",California,2020
Investment,"1,026",California,2020
Lottery/Sweepstakes/Inheritance,725,California,2020
Malware/Scareware/Virus,185,California,2020
Misrepresentation,0,California,2020
No Lead Value,"5,692",California,2020
Non-payment/Non-Delivery,"13,151",California,2020
Other,"1,147",California,2020
Overpayment,"1,532",California,2020
Personal Data Breach,"6,372",California,2020
Phishing/Vishing/Smishing/Pharming,"3,302",California,2020
Ransomware,323,California,2020
Re-shipping,125,California,2020
Real Estate/Rental,"2,493",California,2020
Spoofing,"3,204",California,2020
Tech Support,"2,164",California,2020
Terrorism,0,California,2020
Social Media,"4,007",California,2020
Virtual Currency,"5,176",California,2020
Advanced Fee,217,Colorado,2020
BEC/EAC,495,Colorado,2020
Charity,0,Colorado,2020
Civil Matter,22,Colorado,2020
Confidence Fraud/Romance,439,Colorado,2020
Corporate Data Breach,49,Colorado,2020
Credit Card Fraud,336,Colorado,2020
Crimes Against Children,55,Colorado,2020
Criminal Forums,0,Colorado,2020
Denial of Service/TDos,41,Colorado,2020
Employment,345,Colorado,2020
Extortion,"2,213",Colorado,2020
Gambling,7,Colorado,2020
Government Impersonation,277,Colorado,2020
Hacktivist,0,Colorado,2020
Harassment/Threats of Violence,365,Colorado,2020
Health Care Related,17,Colorado,2020
IPR/Copyright and Counterfeit,64,Colorado,2020
Identity Theft,546,Colorado,2020
Investment,117,Colorado,2020
Lottery/Sweepstakes/Inheritance,121,Colorado,2020
Malware/Scareware/Virus,27,Colorado,2020
Misrepresentation,0,Colorado,2020
No Lead Value,470,Colorado,2020
Non-payment/Non-Delivery,"1,854",Colorado,2020
Other,"2,009",Colorado,2020
Overpayment,288,Colorado,2020
Personal Data Breach,829,Colorado,2020
Phishing/Vishing/Smishing/Pharming,656,Colorado,2020
Ransomware,47,Colorado,2020
Re-shipping,17,Colorado,2020
Real Estate/Rental,348,Colorado,2020
Spoofing,514,Colorado,2020
Tech Support,317,Colorado,2020
Terrorism,0,Colorado,2020
Social Media,558,Colorado,2020
Virtual Currency,887,Colorado,2020
Advanced Fee,103,Connecticut,2020
BEC/EAC,269,Connecticut,2020
Charity,0,Connecticut,2020
Civil Matter,5,Connecticut,2020
Confidence Fraud/Romance,199,Connecticut,2020
Corporate Data Breach,28,Connecticut,2020
Credit Card Fraud,130,Connecticut,2020
Crimes Against Children,32,Connecticut,2020
Criminal Forums,0,Connecticut,2020
Denial of Service/TDos,32,Connecticut,2020
Employment,157,Connecticut,2020
Extortion,843,Connecticut,2020
Gambling,2,Connecticut,2020
Government Impersonation,109,Connecticut,2020
Hacktivist,0,Connecticut,2020
Harassment/Threats of Violence,177,Connecticut,2020
Health Care Related,17,Connecticut,2020
IPR/Copyright and Counterfeit,27,Connecticut,2020
Identity Theft,233,Connecticut,2020
Investment,38,Connecticut,2020
Lottery/Sweepstakes/Inheritance,49,Connecticut,2020
Malware/Scareware/Virus,22,Connecticut,2020
Misrepresentation,0,Connecticut,2020
No Lead Value,689,Connecticut,2020
Non-payment/Non-Delivery,"1,086",Connecticut,2020
Other,120,Connecticut,2020
Overpayment,132,Connecticut,2020
Personal Data Breach,475,Connecticut,2020
Phishing/Vishing/Smishing/Pharming,355,Connecticut,2020
Ransomware,31,Connecticut,2020
Re-shipping,5,Connecticut,2020
Real Estate/Rental,136,Connecticut,2020
Spoofing,345,Connecticut,2020
Tech Support,223,Connecticut,2020
Terrorism,0,Connecticut,2020
Social Media,325,Connecticut,2020
Virtual Currency,299,Connecticut,2020
Advanced Fee,31,Delaware,2020
BEC/EAC,67,Delaware,2020
Charity,0,Delaware,2020
Civil Matter,2,Delaware,2020
Confidence Fraud/Romance,58,Delaware,2020
Corporate Data Breach,9,Delaware,2020
Credit Card Fraud,53,Delaware,2020
Crimes Against Children,10,Delaware,2020
Criminal Forums,0,Delaware,2020
Denial of Service/TDos,8,Delaware,2020
Employment,50,Delaware,2020
Extortion,263,Delaware,2020
Gambling,1,Delaware,2020
Government Impersonation,55,Delaware,2020
Hacktivist,0,Delaware,2020
Harassment/Threats of Violence,56,Delaware,2020
Health Care Related,3,Delaware,2020
IPR/Copyright and Counterfeit,10,Delaware,2020
Identity Theft,102,Delaware,2020
Investment,11,Delaware,2020
Lottery/Sweepstakes/Inheritance,17,Delaware,2020
Malware/Scareware/Virus,6,Delaware,2020
Misrepresentation,0,Delaware,2020
No Lead Value,557,Delaware,2020
Non-payment/Non-Delivery,539,Delaware,2020
Other,13,Delaware,2020
Overpayment,32,Delaware,2020
Personal Data Breach,116,Delaware,2020
Phishing/Vishing/Smishing/Pharming,75,Delaware,2020
Ransomware,4,Delaware,2020
Re-shipping,2,Delaware,2020
Real Estate/Rental,34,Delaware,2020
Spoofing,73,Delaware,2020
Tech Support,54,Delaware,2020
Terrorism,0,Delaware,2020
Social Media,88,Delaware,2020
Virtual Currency,80,Delaware,2020
Advanced Fee,30,District of Columbia,2020
BEC/EAC,143,District of Columbia,2020
Charity,0,District of Columbia,2020
Civil Matter,8,District of Columbia,2020
Confidence Fraud/Romance,71,District of Columbia,2020
Corporate Data Breach,34,District of Columbia,2020
Credit Card Fraud,41,District of Columbia,2020
Crimes Against Children,12,District of Columbia,2020
Criminal Forums,0,District of Columbia,2020
Denial of Service/TDos,9,District of Columbia,2020
Employment,56,District of Columbia,2020
Extortion,313,District of Columbia,2020
Gambling,2,District of Columbia,2020
Government Impersonation,59,District of Columbia,2020
Hacktivist,0,District of Columbia,2020
Harassment/Threats of Violence,97,District of Columbia,2020
Health Care Related,2,District of Columbia,2020
IPR/Copyright and Counterfeit,20,District of Columbia,2020
Identity Theft,46,District of Columbia,2020
Investment,14,District of Columbia,2020
Lottery/Sweepstakes/Inheritance,15,District of Columbia,2020
Malware/Scareware/Virus,8,District of Columbia,2020
Misrepresentation,0,District of Columbia,2020
No Lead Value,408,District of Columbia,2020
Non-payment/Non-Delivery,212,District of Columbia,2020
Other,50,District of Columbia,2020
Overpayment,39,District of Columbia,2020
Personal Data Breach,207,District of Columbia,2020
Phishing/Vishing/Smishing/Pharming,115,District of Columbia,2020
Ransomware,13,District of Columbia,2020
Re-shipping,0,District of Columbia,2020
Real Estate/Rental,102,District of Columbia,2020
Spoofing,135,District of Columbia,2020
Tech Support,51,District of Columbia,2020
Terrorism,0,District of Columbia,2020
Social Media,93,District of Columbia,2020
Virtual Currency,152,District of Columbia,2020
Advanced Fee,930,Florida,2020
BEC/EAC,"1,381",Florida,2020
Charity,0,Florida,2020
Civil Matter,105,Florida,2020
Confidence Fraud/Romance,"1,603",Florida,2020
Corporate Data Breach,189,Florida,2020
Credit Card Fraud,"1,650",Florida,2020
Crimes Against Children,193,Florida,2020
Criminal Forums,0,Florida,2020
Denial of Service/TDos,159,Florida,2020
Employment,"1,508",Florida,2020
Extortion,"5,079",Florida,2020
Gambling,20,Florida,2020
Government Impersonation,963,Florida,2020
Hacktivist,0,Florida,2020
Harassment/Threats of Violence,"1,566",Florida,2020
Health Care Related,81,Florida,2020
IPR/Copyright and Counterfeit,255,Florida,2020
Identity Theft,"6,334",Florida,2020
Investment,479,Florida,2020
Lottery/Sweepstakes/Inheritance,431,Florida,2020
Malware/Scareware/Virus,105,Florida,2020
Misrepresentation,0,Florida,2020
No Lead Value,"13,856",Florida,2020
Non-payment/Non-Delivery,"7,742",Florida,2020
Other,643,Florida,2020
Overpayment,899,Florida,2020
Personal Data Breach,"3,862",Florida,2020
Phishing/Vishing/Smishing/Pharming,"2,001",Florida,2020
Ransomware,207,Florida,2020
Re-shipping,90,Florida,2020
Real Estate/Rental,"1,129",Florida,2020
Spoofing,"2,003",Florida,2020
Tech Support,"1,292",Florida,2020
Terrorism,0,Florida,2020
Social Media,"2,665",Florida,2020
Virtual Currency,"2,293",Florida,2020
Advanced Fee,329,Georgia,2020
BEC/EAC,476,Georgia,2020
Charity,0,Georgia,2020
Civil Matter,24,Georgia,2020
Confidence Fraud/Romance,515,Georgia,2020
Corporate Data Breach,53,Georgia,2020
Credit Card Fraud,408,Georgia,2020
Crimes Against Children,70,Georgia,2020
Criminal Forums,0,Georgia,2020
Denial of Service/TDos,41,Georgia,2020
Employment,522,Georgia,2020
Extortion,"1,673",Georgia,2020
Gambling,10,Georgia,2020
Government Impersonation,303,Georgia,2020
Hacktivist,0,Georgia,2020
Harassment/Threats of Violence,423,Georgia,2020
Health Care Related,59,Georgia,2020
IPR/Copyright and Counterfeit,58,Georgia,2020
Identity Theft,630,Georgia,2020
Investment,189,Georgia,2020
Lottery/Sweepstakes/Inheritance,131,Georgia,2020
Malware/Scareware/Virus,28,Georgia,2020
Misrepresentation,0,Georgia,2020
No Lead Value,"1,237",Georgia,2020
Non-payment/Non-Delivery,"2,975",Georgia,2020
Other,253,Georgia,2020
Overpayment,251,Georgia,2020
Personal Data Breach,"1,124",Georgia,2020
Phishing/Vishing/Smishing/Pharming,895,Georgia,2020
Ransomware,47,Georgia,2020
Re-shipping,45,Georgia,2020
Real Estate/Rental,318,Georgia,2020
Spoofing,721,Georgia,2020
Tech Support,361,Georgia,2020
Terrorism,0,Georgia,2020
Social Media,952,Georgia,2020
Virtual Currency,793,Georgia,2020
Advanced Fee,5,Guam,2020
BEC/EAC,1,Guam,2020
Charity,0,Guam,2020
Civil Matter,0,Guam,2020
Confidence Fraud/Romance,8,Guam,2020
Corporate Data Breach,0,Guam,2020
Credit Card Fraud,3,Guam,2020
Crimes Against Children,1,Guam,2020
Criminal Forums,0,Guam,2020
Denial of Service/TDos,0,Guam,2020
Employment,2,Guam,2020
Extortion,14,Guam,2020
Gambling,0,Guam,2020
Government Impersonation,2,Guam,2020
Hacktivist,0,Guam,2020
Harassment/Threats of Violence,6,Guam,2020
Health Care Related,1,Guam,2020
IPR/Copyright and Counterfeit,0,Guam,2020
Identity Theft,2,Guam,2020
Investment,6,Guam,2020
Lottery/Sweepstakes/Inheritance,4,Guam,2020
Malware/Scareware/Virus,2,Guam,2020
Misrepresentation,0,Guam,2020
No Lead Value,5,Guam,2020
Non-payment/Non-Delivery,14,Guam,2020
Other,0,Guam,2020
Overpayment,2,Guam,2020
Personal Data Breach,24,Guam,2020
Phishing/Vishing/Smishing/Pharming,11,Guam,2020
Ransomware,2,Guam,2020
Re-shipping,0,Guam,2020
Real Estate/Rental,2,Guam,2020
Spoofing,9,Guam,2020
Tech Support,0,Guam,2020
Terrorism,0,Guam,2020
Social Media,15,Guam,2020
Virtual Currency,12,Guam,2020
Advanced Fee,44,Hawaii,2020
BEC/EAC,67,Hawaii,2020
Charity,0,Hawaii,2020
Civil Matter,5,Hawaii,2020
Confidence Fraud/Romance,109,Hawaii,2020
Corporate Data Breach,14,Hawaii,2020
Credit Card Fraud,39,Hawaii,2020
Crimes Against Children,23,Hawaii,2020
Criminal Forums,0,Hawaii,2020
Denial of Service/TDos,5,Hawaii,2020
Employment,38,Hawaii,2020
Extortion,332,Hawaii,2020
Gambling,1,Hawaii,2020
Government Impersonation,37,Hawaii,2020
Hacktivist,0,Hawaii,2020
Harassment/Threats of Violence,109,Hawaii,2020
Health Care Related,4,Hawaii,2020
IPR/Copyright and Counterfeit,11,Hawaii,2020
Identity Theft,69,Hawaii,2020
Investment,39,Hawaii,2020
Lottery/Sweepstakes/Inheritance,33,Hawaii,2020
Malware/Scareware/Virus,12,Hawaii,2020
Misrepresentation,0,Hawaii,2020
No Lead Value,133,Hawaii,2020
Non-payment/Non-Delivery,337,Hawaii,2020
Other,32,Hawaii,2020
Overpayment,41,Hawaii,2020
Personal Data Breach,157,Hawaii,2020
Phishing/Vishing/Smishing/Pharming,97,Hawaii,2020
Ransomware,4,Hawaii,2020
Re-shipping,2,Hawaii,2020
Real Estate/Rental,95,Hawaii,2020
Spoofing,100,Hawaii,2020
Tech Support,72,Hawaii,2020
Terrorism,0,Hawaii,2020
Social Media,127,Hawaii,2020
Virtual Currency,146,Hawaii,2020
Advanced Fee,67,Idaho,2020
BEC/EAC,78,Idaho,2020
