Crime Type,Subject Count,State/Territory,Year
Health Care Related,0,Virgin Islands,2019
IPR/Copyright and Counterfeit,0,Virgin Islands,2019
Identity Theft,0,Virgin Islands,2019
Investment,0,Virgin Islands,2019
Lottery/Sweepstakes/Inheritance,0,Virgin Islands,2019
Malware/Scareware/Virus,0,Virgin Islands,2019
Misrepresentation,0,Virgin Islands,2019
No Lead Value,2,Virgin Islands,2019
Non-payment/Non-Delivery,4,Virgin Islands,2019
Other,0,Virgin Islands,2019
Overpayment,1,Virgin Islands,2019
Personal Data Breach,0,Virgin Islands,2019
Phishing/Vishing/Smishing/Pharming,1,Virgin Islands,2019
Ransomware,0,Virgin Islands,2019
Re-shipping,0,Virgin Islands,2019
Real Estate/Rental,0,Virgin Islands,2019
Spoofing,0,Virgin Islands,2019
Tech Support,0,Virgin Islands,2019
Terrorism,0,Virgin Islands,2019
Social Media,1,Virgin Islands,2019
Virtual Currency,0,Virgin Islands,2019
Advanced Fee,165,Virginia,2019
BEC/EAC,104,Virginia,2019
Charity,2,Virginia,2019
Civil Matter,17,Virginia,2019
Confidence Fraud/Romance,147,Virginia,2019
Corporate Data Breach,11,Virginia,2019
Credit Card Fraud,134,Virginia,2019
Crimes Against Children,6,Virginia,2019
Criminal Forums,0,Virginia,2019
Denial of Service/TDos,6,Virginia,2019
Employment,104,Virginia,2019
Extortion,102,Virginia,2019
Gambling,3,Virginia,2019
Government Impersonation,57,Virginia,2019
Hacktivist,0,Virginia,2019
Harassment/Threats of Violence,139,Virginia,2019
Health Care Related,5,Virginia,2019
IPR/Copyright and Counterfeit,17,Virginia,2019
Identity Theft,143,Virginia,2019
Investment,19,Virginia,2019
Lottery/Sweepstakes/Inheritance,33,Virginia,2019
Malware/Scareware/Virus,4,Virginia,2019
Misrepresentation,39,Virginia,2019
No Lead Value,"2,118",Virginia,2019
Non-payment/Non-Delivery,"1,274",Virginia,2019
Other,53,Virginia,2019
Overpayment,128,Virginia,2019
Personal Data Breach,228,Virginia,2019
Phishing/Vishing/Smishing/Pharming,91,Virginia,2019
Ransomware,4,Virginia,2019
Re-shipping,8,Virginia,2019
Real Estate/Rental,104,Virginia,2019
Spoofing,192,Virginia,2019
Tech Support,50,Virginia,2019
Terrorism,0,Virginia,2019
Social Media,154,Virginia,2019
Virtual Currency,61,Virginia,2019
Advanced Fee,169,Washington,2019
BEC/EAC,70,Washington,2019
Charity,3,Washington,2019
Civil Matter,22,Washington,2019
Confidence Fraud/Romance,148,Washington,2019
Corporate Data Breach,5,Washington,2019
Credit Card Fraud,128,Washington,2019
Crimes Against Children,9,Washington,2019
Criminal Forums,0,Washington,2019
Denial of Service/TDos,7,Washington,2019
Employment,133,Washington,2019
Extortion,139,Washington,2019
Gambling,2,Washington,2019
Government Impersonation,112,Washington,2019
Hacktivist,0,Washington,2019
Harassment/Threats of Violence,189,Washington,2019
Health Care Related,1,Washington,2019
IPR/Copyright and Counterfeit,28,Washington,2019
Identity Theft,111,Washington,2019
Investment,17,Washington,2019
Lottery/Sweepstakes/Inheritance,45,Washington,2019
Malware/Scareware/Virus,14,Washington,2019
Misrepresentation,43,Washington,2019
No Lead Value,263,Washington,2019
Non-payment/Non-Delivery,552,Washington,2019
Other,743,Washington,2019
Overpayment,133,Washington,2019
Personal Data Breach,342,Washington,2019
Phishing/Vishing/Smishing/Pharming,157,Washington,2019
Ransomware,6,Washington,2019
Re-shipping,12,Washington,2019
Real Estate/Rental,104,Washington,2019
Spoofing,82,Washington,2019
Tech Support,135,Washington,2019
Terrorism,0,Washington,2019
Social Media,167,Washington,2019
Virtual Currency,71,Washington,2019
Advanced Fee,4,West Virginia,2019
BEC/EAC,8,West Virginia,2019
Charity,1,West Virginia,2019
Civil Matter,0,West Virginia,2019
Confidence Fraud/Romance,21,West Virginia,2019
Corporate Data Breach,1,West Virginia,2019
Credit Card Fraud,13,West Virginia,2019
Crimes Against Children,0,West Virginia,2019
Criminal Forums,0,West Virginia,2019
Denial of Service/TDos,2,West Virginia,2019
Employment,12,West Virginia,2019
Extortion,10,West Virginia,2019
Gambling,1,West Virginia,2019
Government Impersonation,7,West Virginia,2019
Hacktivist,0,West Virginia,2019
Harassment/Threats of Violence,31,West Virginia,2019
Health Care Related,0,West Virginia,2019
IPR/Copyright and Counterfeit,3,West Virginia,2019
Identity Theft,17,West Virginia,2019
Investment,4,West Virginia,2019
Lottery/Sweepstakes/Inheritance,12,West Virginia,2019
Malware/Scareware/Virus,1,West Virginia,2019
Misrepresentation,8,West Virginia,2019
No Lead Value,14,West Virginia,2019
Non-payment/Non-Delivery,58,West Virginia,2019
Other,4,West Virginia,2019
Overpayment,18,West Virginia,2019
Personal Data Breach,39,West Virginia,2019
Phishing/Vishing/Smishing/Pharming,16,West Virginia,2019
Ransomware,1,West Virginia,2019
Re-shipping,1,West Virginia,2019
Real Estate/Rental,15,West Virginia,2019
Spoofing,10,West Virginia,2019
Tech Support,2,West Virginia,2019
Terrorism,0,West Virginia,2019
Social Media,27,West Virginia,2019
Virtual Currency,5,West Virginia,2019
Advanced Fee,38,Wisconsin,2019
BEC/EAC,50,Wisconsin,2019
Charity,0,Wisconsin,2019
Civil Matter,3,Wisconsin,2019
Confidence Fraud/Romance,69,Wisconsin,2019
Corporate Data Breach,4,Wisconsin,2019
Credit Card Fraud,59,Wisconsin,2019
Crimes Against Children,12,Wisconsin,2019
Criminal Forums,0,Wisconsin,2019
Denial of Service/TDos,4,Wisconsin,2019
Employment,40,Wisconsin,2019
Extortion,48,Wisconsin,2019
Gambling,1,Wisconsin,2019
Government Impersonation,22,Wisconsin,2019
Hacktivist,0,Wisconsin,2019
Harassment/Threats of Violence,86,Wisconsin,2019
Health Care Related,2,Wisconsin,2019
IPR/Copyright and Counterfeit,6,Wisconsin,2019
Identity Theft,55,Wisconsin,2019
Investment,6,Wisconsin,2019
Lottery/Sweepstakes/Inheritance,17,Wisconsin,2019
Malware/Scareware/Virus,3,Wisconsin,2019
Misrepresentation,23,Wisconsin,2019
No Lead Value,50,Wisconsin,2019
Non-payment/Non-Delivery,241,Wisconsin,2019
Other,26,Wisconsin,2019
Overpayment,50,Wisconsin,2019
Personal Data Breach,94,Wisconsin,2019
Phishing/Vishing/Smishing/Pharming,40,Wisconsin,2019
Ransomware,0,Wisconsin,2019
Re-shipping,0,Wisconsin,2019
Real Estate/Rental,42,Wisconsin,2019
Spoofing,53,Wisconsin,2019
Tech Support,18,Wisconsin,2019
Terrorism,0,Wisconsin,2019
Social Media,107,Wisconsin,2019
Virtual Currency,22,Wisconsin,2019
Advanced Fee,13,Wyoming,2019
BEC/EAC,9,Wyoming,2019
Charity,0,Wyoming,2019
Civil Matter,0,Wyoming,2019
Confidence Fraud/Romance,4,Wyoming,2019
Corporate Data Breach,3,Wyoming,2019
Credit Card Fraud,8,Wyoming,2019
Crimes Against Children,1,Wyoming,2019
Criminal Forums,0,Wyoming,2019
Denial of Service/TDos,0,Wyoming,2019
Employment,6,Wyoming,2019
Extortion,14,Wyoming,2019
Gambling,0,Wyoming,2019
Government Impersonation,3,Wyoming,2019
Hacktivist,0,Wyoming,2019
Harassment/Threats of Violence,12,Wyoming,2019
Health Care Related,0,Wyoming,2019
IPR/Copyright and Counterfeit,1,Wyoming,2019
Identity Theft,3,Wyoming,2019
Investment,1,Wyoming,2019
Lottery/Sweepstakes/Inheritance,2,Wyoming,2019
Malware/Scareware/Virus,0,Wyoming,2019
Misrepresentation,6,Wyoming,2019
No Lead Value,4,Wyoming,2019
Non-payment/Non-Delivery,72,Wyoming,2019
Other,5,Wyoming,2019
Overpayment,5,Wyoming,2019
Personal Data Breach,12,Wyoming,2019
Phishing/Vishing/Smishing/Pharming,8,Wyoming,2019
Ransomware,0,Wyoming,2019
Re-shipping,0,Wyoming,2019
Real Estate/Rental,10,Wyoming,2019
Spoofing,9,Wyoming,2019
Tech Support,5,Wyoming,2019
Terrorism,0,Wyoming,2019
Social Media,14,Wyoming,2019
Virtual Currency,5,Wyoming,2019
Advanced Fee,47,Alabama,2020
BEC/EAC,38,Alabama,2020
Charity,0,Alabama,2020
Civil Matter,8,Alabama,2020
Confidence Fraud/Romance,111,Alabama,2020
Corporate Data Breach,7,Alabama,2020
Credit Card Fraud,75,Alabama,2020
Crimes Against Children,3,Alabama,2020
Criminal Forums,0,Alabama,2020
Denial of Service/TDos,2,Alabama,2020
Employment,40,Alabama,2020
Extortion,59,Alabama,2020
Gambling,6,Alabama,2020
Government Impersonation,26,Alabama,2020
Hacktivist,0,Alabama,2020
Harassment/Threats of Violence,104,Alabama,2020
Health Care Related,2,Alabama,2020
IPR/Copyright and Counterfeit,10,Alabama,2020
Identity Theft,107,Alabama,2020
Investment,25,Alabama,2020
Lottery/Sweepstakes/Inheritance,25,Alabama,2020
Malware/Scareware/Virus,6,Alabama,2020
Misrepresentation,0,Alabama,2020
No Lead Value,50,Alabama,2020
Non-payment/Non-Delivery,520,Alabama,2020
Other,25,Alabama,2020
Overpayment,44,Alabama,2020
Personal Data Breach,153,Alabama,2020
Phishing/Vishing/Smishing/Pharming,50,Alabama,2020
Ransomware,2,Alabama,2020
Re-shipping,1,Alabama,2020
Real Estate/Rental,49,Alabama,2020
Spoofing,67,Alabama,2020
Tech Support,31,Alabama,2020
Terrorism,0,Alabama,2020
Social Media,164,Alabama,2020
Virtual Currency,43,Alabama,2020
Advanced Fee,8,Alaska,2020
BEC/EAC,10,Alaska,2020
Charity,0,Alaska,2020
Civil Matter,4,Alaska,2020
Confidence Fraud/Romance,24,Alaska,2020
Corporate Data Breach,0,Alaska,2020
Credit Card Fraud,15,Alaska,2020
Crimes Against Children,1,Alaska,2020
Criminal Forums,0,Alaska,2020
Denial of Service/TDos,1,Alaska,2020
Employment,6,Alaska,2020
Extortion,22,Alaska,2020
Gambling,0,Alaska,2020
Government Impersonation,10,Alaska,2020
Hacktivist,0,Alaska,2020
Harassment/Threats of Violence,28,Alaska,2020
Health Care Related,0,Alaska,2020
IPR/Copyright and Counterfeit,1,Alaska,2020
Identity Theft,21,Alaska,2020
Investment,2,Alaska,2020
Lottery/Sweepstakes/Inheritance,3,Alaska,2020
Malware/Scareware/Virus,1,Alaska,2020
Misrepresentation,0,Alaska,2020
No Lead Value,23,Alaska,2020
Non-payment/Non-Delivery,49,Alaska,2020
Other,5,Alaska,2020
Overpayment,11,Alaska,2020
Personal Data Breach,42,Alaska,2020
Phishing/Vishing/Smishing/Pharming,10,Alaska,2020
Ransomware,0,Alaska,2020
Re-shipping,0,Alaska,2020
Real Estate/Rental,10,Alaska,2020
Spoofing,8,Alaska,2020
Tech Support,14,Alaska,2020
Terrorism,0,Alaska,2020
Social Media,32,Alaska,2020
Virtual Currency,11,Alaska,2020
Advanced Fee,1,American Samoa,2020
BEC/EAC,1,American Samoa,2020
Charity,0,American Samoa,2020
Civil Matter,0,American Samoa,2020
Confidence Fraud/Romance,0,American Samoa,2020
Corporate Data Breach,0,American Samoa,2020
Credit Card Fraud,0,American Samoa,2020
Crimes Against Children,0,American Samoa,2020
Criminal Forums,0,American Samoa,2020
Denial of Service/TDos,0,American Samoa,2020
Employment,0,American Samoa,2020
Extortion,0,American Samoa,2020
Gambling,0,American Samoa,2020
Government Impersonation,0,American Samoa,2020
Hacktivist,0,American Samoa,2020
Harassment/Threats of Violence,0,American Samoa,2020
Health Care Related,0,American Samoa,2020
IPR/Copyright and Counterfeit,0,American Samoa,2020
Identity Theft,0,American Samoa,2020
Investment,1,American Samoa,2020
Lottery/Sweepstakes/Inheritance,0,American Samoa,2020
Malware/Scareware/Virus,0,American Samoa,2020
Misrepresentation,0,American Samoa,2020
No Lead Value,0,American Samoa,2020
Non-payment/Non-Delivery,0,American Samoa,2020
Other,0,American Samoa,2020
Overpayment,0,American Samoa,2020
Personal Data Breach,4,American Samoa,2020
Phishing/Vishing/Smishing/Pharming,0,American Samoa,2020
Ransomware,0,American Samoa,2020
Re-shipping,0,American Samoa,2020
Real Estate/Rental,0,American Samoa,2020
Spoofing,0,American Samoa,2020
Tech Support,0,American Samoa,2020
Terrorism,0,American Samoa,2020
Social Media,2,American Samoa,2020
Virtual Currency,1,American Samoa,2020
Advanced Fee,114,Arizona,2020
BEC/EAC,98,Arizona,2020
Charity,0,Arizona,2020
Civil Matter,22,Arizona,2020
Confidence Fraud/Romance,174,Arizona,2020
Corporate Data Breach,17,Arizona,2020
Credit Card Fraud,169,Arizona,2020
Crimes Against Children,13,Arizona,2020
Criminal Forums,0,Arizona,2020
Denial of Service/TDos,38,Arizona,2020
Employment,95,Arizona,2020
Extortion,200,Arizona,2020
Gambling,2,Arizona,2020
Government Impersonation,47,Arizona,2020
Hacktivist,0,Arizona,2020
Harassment/Threats of Violence,247,Arizona,2020
Health Care Related,8,Arizona,2020
IPR/Copyright and Counterfeit,28,Arizona,2020
Identity Theft,231,Arizona,2020
Investment,112,Arizona,2020
Lottery/Sweepstakes/Inheritance,42,Arizona,2020
Malware/Scareware/Virus,13,Arizona,2020
Misrepresentation,0,Arizona,2020
No Lead Value,98,Arizona,2020
Non-payment/Non-Delivery,815,Arizona,2020
Other,47,Arizona,2020
Overpayment,90,Arizona,2020
Personal Data Breach,315,Arizona,2020
Phishing/Vishing/Smishing/Pharming,120,Arizona,2020
Ransomware,4,Arizona,2020
Re-shipping,1,Arizona,2020
Real Estate/Rental,138,Arizona,2020
Spoofing,165,Arizona,2020
Tech Support,56,Arizona,2020
Terrorism,0,Arizona,2020
Social Media,174,Arizona,2020
Virtual Currency,101,Arizona,2020
Advanced Fee,29,Arkansas,2020
BEC/EAC,11,Arkansas,2020
Charity,0,Arkansas,2020
Civil Matter,2,Arkansas,2020
Confidence Fraud/Romance,52,Arkansas,2020
Corporate Data Breach,7,Arkansas,2020
Credit Card Fraud,28,Arkansas,2020
Crimes Against Children,4,Arkansas,2020
Criminal Forums,0,Arkansas,2020
Denial of Service/TDos,1,Arkansas,2020
Employment,23,Arkansas,2020
Extortion,43,Arkansas,2020
Gambling,0,Arkansas,2020
Government Impersonation,15,Arkansas,2020
Hacktivist,0,Arkansas,2020
Harassment/Threats of Violence,71,Arkansas,2020
Health Care Related,0,Arkansas,2020
IPR/Copyright and Counterfeit,5,Arkansas,2020
Identity Theft,60,Arkansas,2020
Investment,1,Arkansas,2020
Lottery/Sweepstakes/Inheritance,11,Arkansas,2020
Malware/Scareware/Virus,3,Arkansas,2020
Misrepresentation,0,Arkansas,2020
No Lead Value,37,Arkansas,2020
Non-payment/Non-Delivery,243,Arkansas,2020
Other,14,Arkansas,2020
Overpayment,25,Arkansas,2020
Personal Data Breach,106,Arkansas,2020
Phishing/Vishing/Smishing/Pharming,26,Arkansas,2020
Ransomware,1,Arkansas,2020
Re-shipping,2,Arkansas,2020
Real Estate/Rental,14,Arkansas,2020
Spoofing,30,Arkansas,2020
Tech Support,17,Arkansas,2020
Terrorism,0,Arkansas,2020
Social Media,62,Arkansas,2020
Virtual Currency,12,Arkansas,2020
Advanced Fee,778,California,2020
BEC/EAC,428,California,2020
Charity,0,California,2020
Civil Matter,107,California,2020
Confidence Fraud/Romance,"1,384",California,2020
Corporate Data Breach,96,California,2020
Credit Card Fraud,"1,128",California,2020
Crimes Against Children,85,California,2020
Criminal Forums,0,California,2020
Denial of Service/TDos,83,California,2020
Employment,"1,067",California,2020
Extortion,"1,154",California,2020
Gambling,18,California,2020
Government Impersonation,296,California,2020
Hacktivist,0,California,2020
Harassment/Threats of Violence,"1,291",California,2020
Health Care Related,82,California,2020
IPR/Copyright and Counterfeit,226,California,2020
Identity Theft,"1,112",California,2020
Investment,762,California,2020
Lottery/Sweepstakes/Inheritance,225,California,2020
Malware/Scareware/Virus,73,California,2020
Misrepresentation,0,California,2020
No Lead Value,"3,293",California,2020
Non-payment/Non-Delivery,"6,358",California,2020
Other,"1,607",California,2020
Overpayment,654,California,2020
Personal Data Breach,"2,480",California,2020
Phishing/Vishing/Smishing/Pharming,774,California,2020
Ransomware,23,California,2020
Re-shipping,86,California,2020
Real Estate/Rental,"1,017",California,2020
Spoofing,972,California,2020
Tech Support,967,California,2020
Terrorism,0,California,2020
Social Media,"1,658",California,2020
Virtual Currency,846,California,2020
Advanced Fee,65,Colorado,2020
BEC/EAC,80,Colorado,2020
Charity,0,Colorado,2020
Civil Matter,15,Colorado,2020
Confidence Fraud/Romance,162,Colorado,2020
Corporate Data Breach,17,Colorado,2020
Credit Card Fraud,129,Colorado,2020
Crimes Against Children,17,Colorado,2020
Criminal Forums,0,Colorado,2020
Denial of Service/TDos,8,Colorado,2020
Employment,128,Colorado,2020
Extortion,169,Colorado,2020
Gambling,1,Colorado,2020
Government Impersonation,49,Colorado,2020
Hacktivist,0,Colorado,2020
Harassment/Threats of Violence,123,Colorado,2020
Health Care Related,3,Colorado,2020
IPR/Copyright and Counterfeit,17,Colorado,2020
Identity Theft,127,Colorado,2020
Investment,31,Colorado,2020
Lottery/Sweepstakes/Inheritance,30,Colorado,2020
Malware/Scareware/Virus,3,Colorado,2020
Misrepresentation,0,Colorado,2020
No Lead Value,80,Colorado,2020
Non-payment/Non-Delivery,762,Colorado,2020
Other,57,Colorado,2020
Overpayment,74,Colorado,2020
Personal Data Breach,225,Colorado,2020
Phishing/Vishing/Smishing/Pharming,86,Colorado,2020
Ransomware,1,Colorado,2020
Re-shipping,14,Colorado,2020
Real Estate/Rental,144,Colorado,2020
Spoofing,85,Colorado,2020
Tech Support,59,Colorado,2020
Terrorism,0,Colorado,2020
Social Media,139,Colorado,2020
Virtual Currency,79,Colorado,2020
Advanced Fee,22,Connecticut,2020
BEC/EAC,26,Connecticut,2020
Charity,0,Connecticut,2020
Civil Matter,6,Connecticut,2020
Confidence Fraud/Romance,65,Connecticut,2020
Corporate Data Breach,13,Connecticut,2020
Credit Card Fraud,47,Connecticut,2020
Crimes Against Children,5,Connecticut,2020
Criminal Forums,0,Connecticut,2020
Denial of Service/TDos,10,Connecticut,2020
Employment,40,Connecticut,2020
Extortion,75,Connecticut,2020
Gambling,0,Connecticut,2020
Government Impersonation,16,Connecticut,2020
Hacktivist,0,Connecticut,2020
Harassment/Threats of Violence,65,Connecticut,2020
Health Care Related,2,Connecticut,2020
IPR/Copyright and Counterfeit,3,Connecticut,2020
Identity Theft,49,Connecticut,2020
Investment,25,Connecticut,2020
Lottery/Sweepstakes/Inheritance,14,Connecticut,2020
Malware/Scareware/Virus,4,Connecticut,2020
Misrepresentation,0,Connecticut,2020
No Lead Value,47,Connecticut,2020
Non-payment/Non-Delivery,239,Connecticut,2020
Other,11,Connecticut,2020
Overpayment,30,Connecticut,2020
Personal Data Breach,130,Connecticut,2020
Phishing/Vishing/Smishing/Pharming,34,Connecticut,2020
Ransomware,2,Connecticut,2020
Re-shipping,0,Connecticut,2020
Real Estate/Rental,38,Connecticut,2020
Spoofing,50,Connecticut,2020
Tech Support,26,Connecticut,2020
Terrorism,0,Connecticut,2020
Social Media,79,Connecticut,2020
Virtual Currency,32,Connecticut,2020
Advanced Fee,24,Delaware,2020
BEC/EAC,14,Delaware,2020
Charity,0,Delaware,2020
Civil Matter,2,Delaware,2020
Confidence Fraud/Romance,24,Delaware,2020
Corporate Data Breach,1,Delaware,2020
Credit Card Fraud,81,Delaware,2020
Crimes Against Children,2,Delaware,2020
Criminal Forums,0,Delaware,2020
Denial of Service/TDos,0,Delaware,2020
Employment,44,Delaware,2020
Extortion,25,Delaware,2020
Gambling,2,Delaware,2020
Government Impersonation,12,Delaware,2020
Hacktivist,0,Delaware,2020
Harassment/Threats of Violence,12,Delaware,2020
Health Care Related,5,Delaware,2020
IPR/Copyright and Counterfeit,3,Delaware,2020
Identity Theft,37,Delaware,2020
Investment,30,Delaware,2020
Lottery/Sweepstakes/Inheritance,3,Delaware,2020
Malware/Scareware/Virus,1,Delaware,2020
Misrepresentation,0,Delaware,2020
No Lead Value,16,Delaware,2020
Non-payment/Non-Delivery,579,Delaware,2020
Other,18,Delaware,2020
Overpayment,15,Delaware,2020
Personal Data Breach,94,Delaware,2020
Phishing/Vishing/Smishing/Pharming,31,Delaware,2020
Ransomware,0,Delaware,2020
Re-shipping,10,Delaware,2020
Real Estate/Rental,16,Delaware,2020
Spoofing,37,Delaware,2020
Tech Support,31,Delaware,2020
Terrorism,0,Delaware,2020
Social Media,51,Delaware,2020
Virtual Currency,19,Delaware,2020
Advanced Fee,85,District of Columbia,2020
